du_compound_id,name,smiles,inchikey,inchikey_block,has_dG_f,has_dH_f,has_dS_f,matched_cpd,in_abinitio_set
CHB_17659,UDP,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O,XCCTYIAWTASOJW-XVFCMESISA-N,XCCTYIAWTASOJW,1,1,1,cpd00014,1
CHB_17677,CTP,Nc1ccn([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)c(=O)n1,PCDQPRRSZKQHHS-XVFCMESISA-N,PCDQPRRSZKQHHS,1,1,1,cpd00052,1
CHB_17709,adenylyl sulfate,Nc1[nH+]cnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OS([O-])(=O)=O)[C@@H](O)[C@H]1O,IRLPACMLTUPBCL-KQYNXXCUSA-N,IRLPACMLTUPBCL,1,0,0,cpd00193,1
CHB_17713,dAMP,Nc1[nH+]cnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,KHWCHTKSEGGWEX-RRKCRQDMSA-O,KHWCHTKSEGGWEX,1,1,1,cpd00294,1
CHB_17742,4-hydroxy-2-oxoglutarate,OC(CC(=O)C(O)=O)C(O)=O,WXSKVKPSMAHCSG-UHFFFAOYSA-N,WXSKVKPSMAHCSG,1,0,0,cpd00830,1
CHB_17748,thymidine,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[n-]c1=O,IQFYYKKMVGJFEH-XLPZGREQSA-M,IQFYYKKMVGJFEH,1,1,1,cpd00184,0
CHB_17754,glycerol,OCC(O)CO,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,1,1,1,cpd00100,1
CHB_17775,urate,O=c1[nH]c2[nH]c(=O)[n-]c(=O)c2[nH]1,LEHOTFFKMJEONL-UHFFFAOYSA-M,LEHOTFFKMJEONL,1,0,0,cpd00300,0
CHB_17790,methanol,CO,OKKJLVBELUTLKV-UHFFFAOYSA-N,OKKJLVBELUTLKV,1,1,1,cpd00116,0
CHB_17794,(R)-3-phosphoglycerate,O[C@H](COP(O)(O)=O)C(O)=O,OSJPPGNTCRNQQC-UWTATZPHSA-N,OSJPPGNTCRNQQC,1,0,0,cpd00169,1
CHB_17808,IDP,O[C@@H]1[C@@H](COP([O-])(=O)OP([O-])([O-])=O)O[C@H]([C@@H]1O)n1cnc2c1nc[n-]c2=O,DGRLHDWMQVZZIF-KQYNXXCUSA-J,DGRLHDWMQVZZIF,1,1,1,,0
CHB_17821,thymine,Cc1c[nH]c(=O)[n-]c1=O,RWQNBRDOKXIBIV-UHFFFAOYSA-M,RWQNBRDOKXIBIV,1,1,1,,0
CHB_17824,2-propanol,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,KFZMGEQAYNKOFK,1,1,1,cpd01269,1
CHB_17835,2-phospho-D-glycerate,OC[C@@H](OP(O)([O-])=O)C(O)=O,GXIURPTVHJPJLF-UWTATZPHSA-M,GXIURPTVHJPJLF,1,0,0,cpd00482,1
CHB_17847,p-cresol,Cc1ccc(O)cc1,IWDCLRJOBJJRNH-UHFFFAOYSA-N,IWDCLRJOBJJRNH,1,1,1,cpd01042,0
CHB_17859,glutaric acid,OC(=O)CCCC([O-])=O,JFCQEDHGNNZCLN-UHFFFAOYSA-M,JFCQEDHGNNZCLN,1,1,1,cpd00379,0
CHB_17895,L-tyrosine,[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O,OUYCCCASQSFEME-QMMMGPOBSA-N,OUYCCCASQSFEME,1,1,1,cpd00069,1
CHB_17924,D-sorbitol,OC[C@H](O)[C@@H](O)[C@H]([O-])[C@H](O)CO,UKEOJZXZJYBCKF-SLPGGIOYSA-N,UKEOJZXZJYBCKF,1,0,0,,0
CHB_17935,octanal,CCCCCCCC=O,NUJGJRNETVAIRJ-UHFFFAOYSA-N,NUJGJRNETVAIRJ,1,1,1,cpd01088,1
CHB_17992,sucrose,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,CZMRCDWAGMRECN-UGDNZRGBSA-N,CZMRCDWAGMRECN,1,1,1,cpd00076,1
CHB_18009,NADP,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,XJLXINKUBYWONI-NNYOXOHSSA-M,XJLXINKUBYWONI,1,1,1,cpd00006,1
CHB_18019,L-lysine,NCCCC[C@@H](N)C([O-])=O,KDXKERNSBIXSRK-RXMQYKEDSA-M,KDXKERNSBIXSRK,1,1,1,cpd00039,1
CHB_18021,phosphoenolpyruvate,OC(=O)C(=C)OP(O)(O)=O,DTBNBXWJWCWCIK-UHFFFAOYSA-N,DTBNBXWJWCWCIK,1,1,1,cpd00061,1
CHB_18050,L-glutamine,NC(=O)CC[C@H]([NH3+])C([O-])=O,ZDXPYRJPNDTMRX-VKHMYHEASA-N,ZDXPYRJPNDTMRX,1,1,1,cpd00053,1
CHB_18075,dTDP,Cc1cn([C@H]2C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])([O-])=O)O2)c(=O)[nH]c1=O,UJLXYODCHAELLY-XLPZGREQSA-K,UJLXYODCHAELLY,1,1,1,cpd00297,1
CHB_18077,dTTP,Cc1cn([C@H]2C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O2)c(=O)[n-]c1=O,LSABUUHQCAAXGY-XLPZGREQSA-I,LSABUUHQCAAXGY,1,1,1,,0
CHB_18110,3-phosphonooxypyruvate,[O-]C(=O)C(=O)COP([O-])([O-])=O,LFLUCDOSQPJJBE-UHFFFAOYSA-K,LFLUCDOSQPJJBE,1,0,0,cpd02069,1
CHB_18139,Trimethylamine,C[NH+](C)C,GETQZCLCWQTVFV-UHFFFAOYSA-O,GETQZCLCWQTVFV,0,0,1,cpd00441,0
CHB_18153,ethylene,C=C,VGGSQFUCUMXWEO-UHFFFAOYSA-N,VGGSQFUCUMXWEO,1,1,1,cpd03956,0
CHB_18202,L-iditol,OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,FBPFZTCFMRRESA-UNTFVMJOSA-N,FBPFZTCFMRRESA,1,0,0,cpd00314,1
CHB_18391,D-gluconate,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,RGHNJXZEOKUKBD-SQOUGZDYSA-M,RGHNJXZEOKUKBD,1,0,0,cpd00222,1
CHB_18466,,CC(=C)C1CCC(C)=CC1,XMGQYMWWDOXHJM-UHFFFAOYSA-N,XMGQYMWWDOXHJM,0,0,1,cpd00407,0
CHB_23012,,S=C=S,QGJOPFRUJISHPQ-UHFFFAOYSA-N,QGJOPFRUJISHPQ,0,0,1,cpd20293,0
CHB_23975,ethane,CC,OTMSDBZUPAUEDD-UHFFFAOYSA-N,OTMSDBZUPAUEDD,1,1,1,cpd25641,0
CHB_24579,1-hexene,CCCCC=C,LIKMAJRDDDTEIG-UHFFFAOYSA-N,LIKMAJRDDDTEIG,1,1,1,,0
CHB_25462,n-butane,CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N,IJDNQMDRQITEOD,1,1,1,cpd33030,0
CHB_25888,n-pentane,CCCCC,OFBQJSOFQDEBGM-UHFFFAOYSA-N,OFBQJSOFQDEBGM,1,1,1,cpd25626,0
CHB_2604,,OCC=C,XXROGKLTLUQVRX-UHFFFAOYSA-N,XXROGKLTLUQVRX,0,0,1,cpd01369,0
CHB_26877,,CC(C)(C)O,DKGAVHZHDRPRBM-UHFFFAOYSA-N,DKGAVHZHDRPRBM,0,0,1,cpd33147,0
CHB_27750,ethyl_acetate,CCOC(C)=O,XEKOWRVHYACXOJ-UHFFFAOYSA-N,XEKOWRVHYACXOJ,1,1,1,cpd00633,0
CHB_27856,acetamide,CC(N)=O,DLFVBJFMPXGRIB-UHFFFAOYSA-N,DLFVBJFMPXGRIB,1,1,1,cpd03734,0
CHB_27869,Monochloroacetic acid,[O-]C(=O)CCl,FOCAUTSVDIKZOP-UHFFFAOYSA-M,FOCAUTSVDIKZOP,1,1,1,cpd04135,0
CHB_28054,o-cresol,Cc1ccccc1O,QWVGKYWNOKOFNN-UHFFFAOYSA-N,QWVGKYWNOKOFNN,1,1,1,cpd01087,0
CHB_28189,isomaltose,OC[C@H]1O[C@H](OC[C@H]2OC([O-])[C@H](O)[C@@H](O)[C@@H]2O)[C@H]([O-])[C@@H](O)[C@@H]1O,YQJSVOSKXPWGKE-RTPHMHGBSA-N,YQJSVOSKXPWGKE,1,1,1,,0
CHB_28306,,NNC(N)=O,DUIOPKIIICUYRZ-UHFFFAOYSA-N,DUIOPKIIICUYRZ,0,0,1,,0
CHB_28509,vinyl chloride (VC),ClC=C,BZHJMEDXRYGGRV-UHFFFAOYSA-N,BZHJMEDXRYGGRV,1,1,0,cpd04170,0
CHB_28543,D-lyxose,O[C@@H]1CO[C@H]([O-])[C@@H](O)[C@H]1O,QHOAABJERQTAGE-STGXQOJASA-N,QHOAABJERQTAGE,1,1,1,,0
CHB_28552,D-ribulose,OC[C@]1(O)OC[C@@H](O)[C@H]1O,LQXVFWRQNMEDEE-WDCZJNDASA-N,LQXVFWRQNMEDEE,1,1,1,cpd05268,0
CHB_28805,"cis-1,2-dichloroethylene (cis-1,2-DCE)",Cl\C=C/Cl,KFUSEUYYWQURPO-UPHRSURJSA-N,KFUSEUYYWQURPO,1,1,0,cpd04168,0
CHB_28826,CH3F,CF,NBVXSUQYWXRMNV-UHFFFAOYSA-N,NBVXSUQYWXRMNV,0,0,1,,0
CHB_28831,propan-1-ol,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,BDERNNFJNOPAEC,1,1,1,cpd03559,0
CHB_28837,n-octanoic acid,CCCCCCCC([O-])=O,WWZKQHOCKIZLMA-UHFFFAOYSA-M,WWZKQHOCKIZLMA,1,1,1,cpd03846,0
CHB_28846,dCDP,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)([O-])=O)O2)c(=O)n1,FTDHDKPUHBLBTL-SHYZEUOFSA-M,FTDHDKPUHBLBTL,1,1,1,cpd00533,1
CHB_28850,dUDP2-,O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)n1ccc(=O)[nH]c1=O,QHWZTVCCBMIIKE-SHYZEUOFSA-N,QHWZTVCCBMIIKE,1,1,1,cpd00978,0
CHB_28862,dGDP,Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP(O)([O-])=O)O1,CIKGWCTVFSRMJU-KVQBGUIXSA-L,CIKGWCTVFSRMJU,1,1,1,cpd00295,1
CHB_28885,1-butanol,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,LRHPLDYGYMQRHN,1,1,1,cpd03662,1
CHB_28907,"2,3-bpg_-4",OC(=O)C(COP(O)(O)=O)OP(O)([O-])=O,XOHUEYCVLUUEJJ-UHFFFAOYSA-M,XOHUEYCVLUUEJJ,1,0,0,cpd00853,0
CHB_29005,cyclohexane,C1CCCCC1,XDTMQSROBMDMFD-UHFFFAOYSA-N,XDTMQSROBMDMFD,0,0,1,cpd08112,0
CHB_29019,nonanoic acid,CCCCCCCCC([O-])=O,FBUKVWPVBMHYJY-UHFFFAOYSA-M,FBUKVWPVBMHYJY,1,1,1,cpd01126,0
CHB_29021,n-hexane,CCCCCC,VLKZOEOYAKHREP-UHFFFAOYSA-N,VLKZOEOYAKHREP,1,1,1,cpd08132,0
CHB_29027,"trans-1,2-dichloroethylene (trans-1,2,-DCE)",Cl\C=C\Cl,KFUSEUYYWQURPO-OWOJBTEDSA-N,KFUSEUYYWQURPO,1,1,0,cpd04168,0
CHB_29052,D-glyceraldehyde-3-phosphate,O[C@H](COP(O)(O)=O)C=O,LXJXRIRHZLFYRP-VKHMYHEASA-N,LXJXRIRHZLFYRP,1,0,0,cpd00102,1
CHB_29805,glycolate,OCC([O-])=O,AEMRFAOFKBGASW-UHFFFAOYSA-M,AEMRFAOFKBGASW,1,1,1,cpd00139,1
CHB_29806,fumarate,[O-]C(=O)\C=C\C([O-])=O,VZCYOOQTPOCHFL-OWOJBTEDSA-L,VZCYOOQTPOCHFL,1,1,1,cpd00106,1
CHB_29985,L-glutamate,[NH3+][C@@H](CCC(O)=O)C([O-])=O,WHUUTDBJXJRKMK-VKHMYHEASA-N,WHUUTDBJXJRKMK,1,1,1,cpd00023,1
CHB_29991,L-aspartate,[NH3+][C@@H](CC([O-])=O)C([O-])=O,CKLJMWTZIZZHCS-REOHCLBHSA-M,CKLJMWTZIZZHCS,1,1,1,cpd00041,1
CHB_30031,succinate,[O-]C(=O)CCC([O-])=O,KDYFGRWQOYBRFD-UHFFFAOYSA-L,KDYFGRWQOYBRFD,1,1,1,cpd00036,1
CHB_30089,acetate,CC([O-])=O,QTBSBXVTEAMEQO-UHFFFAOYSA-M,QTBSBXVTEAMEQO,1,1,1,cpd00029,1
CHB_301,,[H][C@@]1(CC=C(C)C=C1)C(C)C,OGLDWXZKYODSOB-SNVBAGLBSA-N,OGLDWXZKYODSOB,0,0,1,cpd06765,0
CHB_30358,,CC(C)(C)C,CRSOQBOWXPBRES-UHFFFAOYSA-N,CRSOQBOWXPBRES,0,0,1,,0
CHB_30362,2-methylbutane (Isopentane),CCC(C)C,QWTDNUCVQCZILF-UHFFFAOYSA-N,QWTDNUCVQCZILF,1,1,1,,0
CHB_30363,2-methylpropane (isobutane),CC(C)C,NNPPMTNAJDCUHE-UHFFFAOYSA-N,NNPPMTNAJDCUHE,1,1,1,,0
CHB_30531,H-pimelate-,OC(=O)CCCCCC(O)=O,WLJVNTCWHIRURA-UHFFFAOYSA-N,WLJVNTCWHIRURA,1,1,1,cpd01727,0
CHB_30719,2-methylmaleate,C\C(=C\C([O-])=O)C([O-])=O,HNEGQIOMVPPMNR-IHWYPQMZSA-L,HNEGQIOMVPPMNR,1,0,0,cpd01194,1
CHB_30744,keto-oxaloacetate,OC(=O)CC(=O)C(O)=O,KHPXUQMNIQBQEV-UHFFFAOYSA-N,KHPXUQMNIQBQEV,1,1,1,cpd00032,1
CHB_30746,benzoic acid,OC(=O)c1ccccc1,WPYMKLBDIGXBTP-UHFFFAOYSA-N,WPYMKLBDIGXBTP,1,1,1,cpd00153,0
CHB_30769,citrate,OC(=O)CC(O)(CC(O)=O)C([O-])=O,KRKNYBCHXYNGOX-UHFFFAOYSA-M,KRKNYBCHXYNGOX,1,1,1,cpd00137,1
CHB_30772,butanoate,CCCC(O)=O,FERIUCNNQQJTOY-UHFFFAOYSA-N,FERIUCNNQQJTOY,1,1,1,cpd00211,0
CHB_30776,hexanoic acid,CCCCCC(O)=O,FUZZWVXGSFPDMH-UHFFFAOYSA-N,FUZZWVXGSFPDMH,1,1,1,cpd01113,0
CHB_30780,maleate,OC(=O)\C=C/C(O)=O,VZCYOOQTPOCHFL-UPHRSURJSA-N,VZCYOOQTPOCHFL,1,0,0,cpd00106,1
CHB_30794,malonic acid,OC(=O)CC([O-])=O,OFOBLEOULBTSOW-UHFFFAOYSA-M,OFOBLEOULBTSOW,1,1,1,cpd00308,0
CHB_30805,1-dodecanoic acid,CCCCCCCCCCCC(O)=O,POULHZVOKOAJMA-UHFFFAOYSA-N,POULHZVOKOAJMA,1,1,1,cpd01741,0
CHB_30813,n-decanoic acid,CCCCCCCCCC(O)=O,GHVNFZFCNZKVNT-UHFFFAOYSA-N,GHVNFZFCNZKVNT,1,1,1,cpd01107,0
CHB_30832,H-adipate-,OC(=O)CCCCC([O-])=O,WNLRTRBMVRJNCN-UHFFFAOYSA-M,WNLRTRBMVRJNCN,1,1,1,cpd03642,0
CHB_30841,hydroxypyruvate,OCC(=O)C([O-])=O,HHDDCCUIIUWNGJ-UHFFFAOYSA-M,HHDDCCUIIUWNGJ,1,0,0,cpd00145,1
CHB_30934,(R)-2-methylmalate,C[C@@](O)(CC(O)=O)C(O)=O,XFTRTWQBIOMVPK-RXMQYKEDSA-N,XFTRTWQBIOMVPK,1,0,0,cpd00607,1
CHB_30956,Trichloroacetic acid,OC(=O)C(Cl)(Cl)Cl,YNJBWRMUSHSURL-UHFFFAOYSA-N,YNJBWRMUSHSURL,1,1,0,cpd08028,0
CHB_31328,butyl acetate,CCCCOC(C)=O,DKPFZGUDAPQIHT-UHFFFAOYSA-N,DKPFZGUDAPQIHT,0,0,1,cpd09076,0
CHB_31457,decanal,CCCCCCCCCC=O,KSMVZQYAVGTKIV-UHFFFAOYSA-N,KSMVZQYAVGTKIV,1,1,1,cpd09079,0
CHB_31571,,CCOC(=O)CC(C)C,PPXUHEORWJQRHJ-UHFFFAOYSA-N,PPXUHEORWJQRHJ,0,0,1,,0
CHB_31574,,CCCCCCCC(=O)OCC,YYZUSRORWSJGET-UHFFFAOYSA-N,YYZUSRORWSJGET,0,0,1,cpd09064,0
CHB_31725,,CC(C)CCOC(C)=O,MLFHJEHSLIIPHL-UHFFFAOYSA-N,MLFHJEHSLIIPHL,0,0,1,cpd09068,0
CHB_31726,,[H]C(=O)OCCC(C)C,XKYICAQFSCFURC-UHFFFAOYSA-N,XKYICAQFSCFURC,0,0,1,,0
CHB_32368,undecanoic acid,CCCCCCCCCCC(O)=O,ZDPHROOEEOARMN-UHFFFAOYSA-N,ZDPHROOEEOARMN,1,1,1,cpd15643,0
CHB_32797,hydroxyglutarate_-2,O[C@@H](CCC(O)=O)C(O)=O,HWXBTNAVRSUOJR-VKHMYHEASA-N,HWXBTNAVRSUOJR,1,0,0,cpd00795,1
CHB_32879,propane,CCC,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,ATUOYWHBWRKTHZ,1,1,1,cpd31345,0
CHB_32891,n-heptane,CCCCCCC,IMNFDUFMRHMDMM-UHFFFAOYSA-N,IMNFDUFMRHMDMM,1,1,1,,0
CHB_32892,,CCCCCCCCC,BKIMMITUMNQMOS-UHFFFAOYSA-N,BKIMMITUMNQMOS,0,0,1,,0
CHB_32893,,CCCCCCCCCO,ZWRUINPWMLAQRD-UHFFFAOYSA-N,ZWRUINPWMLAQRD,0,0,1,cpd10394,0
CHB_32894,,CCCCCCCCCC,DIOQZVSQGTUSAI-UHFFFAOYSA-N,DIOQZVSQGTUSAI,0,0,1,,0
CHB_32899,,CCCCCCCCCCC,RSJKGSCJYJTIGS-UHFFFAOYSA-N,RSJKGSCJYJTIGS,0,0,1,,0
CHB_32901,,CCCCCCCCCCCCC,IIYFAKIEWZDVMP-UHFFFAOYSA-N,IIYFAKIEWZDVMP,0,0,1,cpd09654,0
CHB_32907,,CCCCCCCCCCCCCC,BGHCVCJVXZWKCC-UHFFFAOYSA-N,BGHCVCJVXZWKCC,0,0,1,,0
CHB_33181,,CC(C)Cc1ccccc1,KXUHSQYYJYAXGZ-UHFFFAOYSA-N,KXUHSQYYJYAXGZ,0,0,1,,0
CHB_33185,,CCl,NEHMKBQYUWJMIP-UHFFFAOYSA-N,NEHMKBQYUWJMIP,0,0,1,cpd20702,0
CHB_34031,"1,1-dichloroethylene (1,1-DCE)",ClC(Cl)=C,LGXVIGDEPROXKC-UHFFFAOYSA-N,LGXVIGDEPROXKC,1,1,0,cpd09766,0
CHB_34037,,Cc1cccc(C)c1C,FYGHSUNMUKGBRK-UHFFFAOYSA-N,FYGHSUNMUKGBRK,0,0,1,,0
CHB_34038,,Cc1cc(C)c(C)cc1C,SQNZJJAZBFDUTD-UHFFFAOYSA-N,SQNZJJAZBFDUTD,0,0,1,,0
CHB_34039,,Cc1ccc(C)c(C)c1,GWHJZXXIDMPWGX-UHFFFAOYSA-N,GWHJZXXIDMPWGX,0,0,1,,0
CHB_34241,"2,4 dimethylphenol",Cc1ccc(O)c(C)c1,KUFFULVDNCHOFZ-UHFFFAOYSA-N,KUFFULVDNCHOFZ,1,1,1,,0
CHB_34276,,CCc1ccccc1C,HYFLWBNQFMXCPA-UHFFFAOYSA-N,HYFLWBNQFMXCPA,0,0,1,,0
CHB_34656,,CC(C)c1ccccc1,RWGFKTVRMDUZSP-UHFFFAOYSA-N,RWGFKTVRMDUZSP,0,0,1,,0
CHB_34787,heptanal,CCCCCCC=O,FXHGMKSSBGDXIY-UHFFFAOYSA-N,FXHGMKSSBGDXIY,1,1,1,cpd10089,0
CHB_34833,,Cc1cc(C)cc(C)c1,AUHZEENZYGFFBQ-UHFFFAOYSA-N,AUHZEENZYGFFBQ,0,0,1,,0
CHB_35097,,CCC(C)c1ccccc1,ZJMWRROPUADPEA-UHFFFAOYSA-N,ZJMWRROPUADPEA,0,0,1,,0
CHB_35194,,CC(=C)C=C,RRHGJUQNOFWUDK-UHFFFAOYSA-N,RRHGJUQNOFWUDK,0,0,1,cpd16336,0
CHB_35374,D-mannose 1-phosphate,OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O,HXXFSFRBOHSIMQ-QTVWNMPRSA-N,HXXFSFRBOHSIMQ,1,0,0,cpd00089,1
CHB_35425,D-ribose 1-phosphate,OC[C@H]1OC(OP(O)([O-])=O)[C@H](O)[C@@H]1O,YXJDFQJKERBOBM-SOOFDHNKSA-M,YXJDFQJKERBOBM,1,1,1,cpd00475,1
CHB_35619,ABA (a-aminobutyric acid),CC[C@H]([NH3+])C([O-])=O,QWCKQJZIFLGMSD-VKHMYHEASA-N,QWCKQJZIFLGMSD,1,1,1,cpd01573,0
CHB_35687,(1)-2-butanol,CCC(C)O,BTANRVKWQNVYAZ-UHFFFAOYSA-N,BTANRVKWQNVYAZ,0,0,1,cpd24405,0
CHB_35697,trans-cinnamate,OC(=O)\C=C\c1ccccc1,WBYWAXJHAXSJNI-VOTSOKGWSA-N,WBYWAXJHAXSJNI,1,0,0,cpd00333,1
CHB_36219,lactose,OC[C@H]1O[C@@H](O[C@H]2[C@H]([O-])[C@@H](O)[C@@H]([O-])O[C@@H]2CO)[C@H]([O-])[C@@H](O)[C@H]1O,SSMUATYPWJKMLA-XLOQQCSPSA-N,SSMUATYPWJKMLA,1,1,1,,0
CHB_36386,Dichloroacetic acid,[O-]C(=O)C(Cl)Cl,JXTHNDFMNIQAHM-UHFFFAOYSA-M,JXTHNDFMNIQAHM,1,1,0,cpd08027,0
CHB_36404,,C1CCC=CC1,HGCIXCUEYOPUTN-UHFFFAOYSA-N,HGCIXCUEYOPUTN,0,0,1,,0
CHB_36632,o-toluic acid,Cc1ccccc1C(O)=O,ZWLPBLYKEWSWPD-UHFFFAOYSA-N,ZWLPBLYKEWSWPD,1,1,1,cpd04453,0
CHB_36635,4-methylbenzoic acid,Cc1ccc(cc1)C(O)=O,LPNBBFKOUUSUDB-UHFFFAOYSA-N,LPNBBFKOUUSUDB,1,1,1,cpd01033,0
CHB_37480,D-galactose 1-phosphate,OC[C@H]1OC(OP([O-])([O-])=O)[C@H](O)[C@@H](O)[C@H]1O,HXXFSFRBOHSIMQ-SVZMEOIVSA-L,HXXFSFRBOHSIMQ,1,0,0,cpd00089,1
CHB_37611,,C1C=CCC=C1,UVJHQYIOXKWHFD-UHFFFAOYSA-N,UVJHQYIOXKWHFD,0,0,1,,0
CHB_37721,D-fructose,OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,RFSUNEUAIZKAJO-VRPWFDPXSA-N,RFSUNEUAIZKAJO,1,1,1,cpd00082,1
CHB_37869,,CCCCCCC(C)O,SJWFXCIHNDVPSH-UHFFFAOYSA-N,SJWFXCIHNDVPSH,0,0,1,cpd39857,0
CHB_38572,"3,5-dimethylphenol",Cc1cc(C)cc([O-])c1,TUAMRELNJMMDMT-UHFFFAOYSA-M,TUAMRELNJMMDMT,1,1,1,cpd32272,0
CHB_38997,,Cc1ccc(C)c(C)c1C,UOHMMEJUHBCKEE-UHFFFAOYSA-N,UOHMMEJUHBCKEE,0,0,1,,0
CHB_38998,,Cc1cc(C)c(C)c(C)c1C,BEZDDPMMPIDMGJ-UHFFFAOYSA-N,BEZDDPMMPIDMGJ,0,0,1,,0
CHB_39001,,Cc1c(C)c(C)c(C)c(C)c1C,YUWFEBAXEOLKSG-UHFFFAOYSA-N,YUWFEBAXEOLKSG,0,0,1,,0
CHB_39478,,C=CC=C,KAKZBPTYRLMSJV-UHFFFAOYSA-N,KAKZBPTYRLMSJV,0,0,1,,0
CHB_39832,,CCOC,XOBKSJJDNFUZPF-UHFFFAOYSA-N,XOBKSJJDNFUZPF,0,0,1,,0
CHB_39839,"3,4-dimethylphenol",Cc1ccc(O)cc1C,YCOXTKKNXUZSKD-UHFFFAOYSA-N,YCOXTKKNXUZSKD,1,1,1,,0
CHB_39870,1-propanamine (propylamine),CCC[NH3+],WGYKZJWCGVVSQN-UHFFFAOYSA-O,WGYKZJWCGVVSQN,1,1,1,,0
CHB_40116,,CCCOC(C)=O,YKYONYBAUNKHLG-UHFFFAOYSA-N,YKYONYBAUNKHLG,0,0,1,cpd33154,0
CHB_4013,,OC1CCCCC1,HPXRVTGHNJAIIH-UHFFFAOYSA-N,HPXRVTGHNJAIIH,0,0,1,cpd00636,1
CHB_40595,"D-fructose 1,6-bisphosphate",O[C@H]1[C@H](O)[C@](O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O,RNBGYGVWRKECFJ-ZXXMMSQZSA-N,RNBGYGVWRKECFJ,1,1,1,cpd00290,1
CHB_4139,D-galactose,OC[C@H]1OC([O-])[C@H](O)[C@@H](O)[C@H]1O,CFLCHEDPLHXTBC-SVZMEOIVSA-N,CFLCHEDPLHXTBC,1,1,1,,0
CHB_4141,D-galactose 6-phosphate,OC1O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@H]1O,NBSCHQHZLSJFNQ-SVZMEOIVSA-N,NBSCHQHZLSJFNQ,1,0,0,cpd00079,1
CHB_4167,D-glucose,OC[C@H]1OC([O-])[C@H](O)[C@@H](O)[C@@H]1[O-],RQNYRQPSLTURLH-GASJEMHNSA-N,RQNYRQPSLTURLH,1,1,1,,0
CHB_4170,D-glucose 6-phosphate,OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O,NBSCHQHZLSJFNQ-GASJEMHNSA-N,NBSCHQHZLSJFNQ,1,1,1,cpd00079,1
CHB_41865,sebacic acid,[O-]C(=O)CCCCCCCCC([O-])=O,CXMXRPHRNRROMY-UHFFFAOYSA-L,CXMXRPHRNRROMY,1,1,1,cpd05192,0
CHB_4208,D-mannose,OC[C@H]1OC([O-])[C@@H](O)[C@@H](O)[C@@H]1O,CFLCHEDPLHXTBC-QTVWNMPRSA-N,CFLCHEDPLHXTBC,1,1,1,,0
CHB_42263,,COCCOC,XTHFKEDIFFGKHM-UHFFFAOYSA-N,XTHFKEDIFFGKHM,0,0,1,,0
CHB_42630,n-propylbenzene,CCCc1ccccc1,ODLMAHJVESYWTB-UHFFFAOYSA-N,ODLMAHJVESYWTB,1,1,1,,0
CHB_43799,1-butanamine (butylamine),CCCCN,HQABUPZFAYXKJW-UHFFFAOYSA-N,HQABUPZFAYXKJW,1,1,1,cpd19969,0
CHB_43896,D-mannose 6-phosphate,O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O,NBSCHQHZLSJFNQ-PQMKYFCFSA-N,NBSCHQHZLSJFNQ,1,1,1,cpd00079,1
CHB_43907,,CC(C)=C,VQTUBCCKSQIDNK-UHFFFAOYSA-N,VQTUBCCKSQIDNK,0,0,1,cpd35106,0
