modelseed_rxn,name,ec,enzyme_name,equation_definition,equation_ids,tecrdb_reaction,n_measurements,match_tier,dGpredictor_modelseed_dG_kJ,tecrdb_dG_kJ,diff_kJ,abs_diff_kJ,dGpredictor_modelseed_dG_kcal,tecrdb_dG_kcal,diff_kcal,abs_diff_kcal,dGpredictor_modelseed_err_kJ,tecrdb_dG_sd_kJ,combined_err_kJ,significant,other_GroupContribution_dG_kJ,other_dGPredictor_original_dG_kJ,other_eQuilibrator_dG_kJ,tecrdb_dG_min_kJ,tecrdb_dG_max_kJ,pH_min,pH_max,T_min,T_max,ms_orientation_vs_canonical,reactants_smiles,products_smiles,reaction_smiles,reaction_smiles_complete
rxn20541,phosphate acetyltransferase,2.3.1.8,phosphate acetyltransferase,(1) Phosphate[0] + (1) Acetyl-CoA[0] <=> (1) CoA[0] + (1) Acetylphosphate[0],(1) cpd00009[0] + (1) cpd00022[0] <=> (1) cpd00010[0] + (1) cpd00196[0],kegg:C00024 + kegg:C00009 = kegg:C00010 + kegg:C00227,7,stereo_exact,5.935,12.211,-6.275,6.275,1.419,2.918,-1.5,1.5,3.697,0.978,3.824,True,-24.435,9.832,9.456,10.202,12.484,6.85,8.1,298.15,303.15,reversed,1 O=P([O-])([O-])O; 1 CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1 CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS; 1 CC(=O)OP(=O)([O-])[O-],O=P([O-])([O-])O.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(=O)OP(=O)([O-])[O-],True
rxn28067,Phosphotransacetylase,2.3.1.8,phosphate acetyltransferase,(1) Phosphate[0] + (1) Acetyl-CoA[0] <=> (1) CoA[0] + (1) Acetylphosphate[0],(1) cpd00009[0] + (1) cpd00022[0] <=> (1) cpd00010[0] + (1) cpd00196[0],kegg:C00024 + kegg:C00009 = kegg:C00010 + kegg:C00227,7,stereo_exact,5.935,12.211,-6.275,6.275,1.419,2.918,-1.5,1.5,3.697,0.978,3.824,True,-24.435,9.832,9.456,10.202,12.484,6.85,8.1,298.15,303.15,reversed,1 O=P([O-])([O-])O; 1 CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1 CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS; 1 CC(=O)OP(=O)([O-])[O-],O=P([O-])([O-])O.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(=O)OP(=O)([O-])[O-],True
rxn28068,Phosphotransacetylase,2.3.1.8,phosphate acetyltransferase,(1) Phosphate[0] + (1) Acetyl-CoA[0] <=> (1) CoA[0] + (1) Acetylphosphate[0],(1) cpd00009[0] + (1) cpd00022[0] <=> (1) cpd00010[0] + (1) cpd00196[0],kegg:C00024 + kegg:C00009 = kegg:C00010 + kegg:C00227,7,stereo_exact,5.935,12.211,-6.275,6.275,1.419,2.918,-1.5,1.5,3.697,0.978,3.824,True,-24.435,9.832,9.456,10.202,12.484,6.85,8.1,298.15,303.15,reversed,1 O=P([O-])([O-])O; 1 CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1 CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS; 1 CC(=O)OP(=O)([O-])[O-],O=P([O-])([O-])O.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(=O)OP(=O)([O-])[O-],True
rxn34298,acetyl-CoA:phosphate acetyltransferase,2.3.1.8,phosphate acetyltransferase,(1) Phosphate[0] + (1) Acetyl-CoA[0] <=> (1) CoA[0] + (1) Acetylphosphate[0],(1) cpd00009[0] + (1) cpd00022[0] <=> (1) cpd00010[0] + (1) cpd00196[0],kegg:C00024 + kegg:C00009 = kegg:C00010 + kegg:C00227,7,stereo_exact,5.935,12.211,-6.275,6.275,1.419,2.918,-1.5,1.5,3.697,0.978,3.824,True,-24.435,9.832,9.456,10.202,12.484,6.85,8.1,298.15,303.15,reversed,1 O=P([O-])([O-])O; 1 CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],1 CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS; 1 CC(=O)OP(=O)([O-])[O-],O=P([O-])([O-])O.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(=O)OP(=O)([O-])[O-],True
rxn01302,L-homoserine:NADP+ oxidoreductase,1.1.1.3,homoserine dehydrogenase,(1) NADP[0] + (1) L-Homoserine[0] <=> (1) NADPH[0] + (1) H+[0] + (1) L-Aspartate4-semialdehyde[0],(1) cpd00006[0] + (1) cpd00227[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00346[0],kegg:C00263 + kegg:C00006 = kegg:C00441 + kegg:C00005,2,stereo_exact,21.25,15.072,6.178,6.178,5.079,3.602,1.477,1.477,4.18,4.521,6.157,True,21.84,22.845,22.468,11.875,18.269,7.9,9.0,298.15,310.15,reversed,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 [NH3+][C@@H](CCO)C(=O)[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 [NH3+][C@@H](CC=O)C(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[NH3+][C@@H](CCO)C(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[NH3+][C@@H](CC=O)C(=O)[O-],True
rxn27932,Homoserine dehydrogenase,1.1.1.3,homoserine dehydrogenase,(1) NADP[0] + (1) L-Homoserine[0] <=> (1) NADPH[0] + (1) H+[0] + (1) L-Aspartate4-semialdehyde[0],(1) cpd00006[0] + (1) cpd00227[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00346[0],kegg:C00263 + kegg:C00006 = kegg:C00441 + kegg:C00005,2,stereo_exact,21.25,15.072,6.178,6.178,5.079,3.602,1.477,1.477,4.18,4.521,6.157,True,21.84,22.845,22.468,11.875,18.269,7.9,9.0,298.15,310.15,reversed,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 [NH3+][C@@H](CCO)C(=O)[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 [NH3+][C@@H](CC=O)C(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[NH3+][C@@H](CCO)C(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[NH3+][C@@H](CC=O)C(=O)[O-],True
rxn00175,Acetate:CoA ligase (AMP-forming),6.2.1.1,acetate-CoA ligase,(1) ATP[0] + (1) CoA[0] + (1) Acetate[0] => (1) PPi[0] + (1) AMP[0] + (1) Acetyl-CoA[0] + (1) H+[0],(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00029[0] => (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00022[0] + (1) cpd00067[0],kegg:C00002 + kegg:C00033 + kegg:C00010 = kegg:C00020 + kegg:C00013 + kegg:C00024,39,stereo_exact,0.084,-5.878,5.963,5.963,0.02,-1.405,1.425,1.425,3.654,1.937,4.136,True,-83.722,-4.519,-4.728,-7.671,0.39,6.89,8.5,298.15,311.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS; 1 CC(=O)[O-],1 O=P([O-])([O-])OP(=O)([O-])O; 1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]; 1 [H+],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(=O)[O-]>>O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H+],True
rxn27659,short chain fatty acyl-CoA synthetase,6.2.1.1,acetate-CoA ligase,(1) ATP[0] + (1) CoA[0] + (1) Acetate[0] => (1) PPi[0] + (1) AMP[0] + (1) Acetyl-CoA[0] + (1) H+[0],(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00029[0] => (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00022[0] + (1) cpd00067[0],kegg:C00002 + kegg:C00033 + kegg:C00010 = kegg:C00020 + kegg:C00013 + kegg:C00024,39,stereo_exact,0.084,-5.878,5.963,5.963,0.02,-1.405,1.425,1.425,3.654,1.937,4.136,True,-83.722,-4.519,-4.728,-7.671,0.39,6.89,8.5,298.15,311.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS; 1 CC(=O)[O-],1 O=P([O-])([O-])OP(=O)([O-])O; 1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]; 1 [H+],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(=O)[O-]>>O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H+],True
rxn27660,Acyl-activating enzyme,6.2.1.1,acetate-CoA ligase,(1) ATP[0] + (1) CoA[0] + (1) Acetate[0] => (1) PPi[0] + (1) AMP[0] + (1) Acetyl-CoA[0] + (1) H+[0],(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00029[0] => (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00022[0] + (1) cpd00067[0],kegg:C00002 + kegg:C00033 + kegg:C00010 = kegg:C00020 + kegg:C00013 + kegg:C00024,39,stereo_exact,0.084,-5.878,5.963,5.963,0.02,-1.405,1.425,1.425,3.654,1.937,4.136,True,-83.722,-4.519,-4.728,-7.671,0.39,6.89,8.5,298.15,311.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS; 1 CC(=O)[O-],1 O=P([O-])([O-])OP(=O)([O-])O; 1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]; 1 [H+],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(=O)[O-]>>O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H+],True
rxn30338,acetyl-CoA synthetase,6.2.1.1,acetate-CoA ligase,(1) ATP[0] + (1) CoA[0] + (1) Acetate[0] => (1) PPi[0] + (1) AMP[0] + (1) Acetyl-CoA[0] + (1) H+[0],(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00029[0] => (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00022[0] + (1) cpd00067[0],kegg:C00002 + kegg:C00033 + kegg:C00010 = kegg:C00020 + kegg:C00013 + kegg:C00024,39,stereo_exact,0.084,-5.878,5.963,5.963,0.02,-1.405,1.425,1.425,3.654,1.937,4.136,True,-83.722,-4.519,-4.728,-7.671,0.39,6.89,8.5,298.15,311.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS; 1 CC(=O)[O-],1 O=P([O-])([O-])OP(=O)([O-])O; 1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]; 1 [H+],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(=O)[O-]>>O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H+],True
rxn33879,Acetate--CoA Ligase,6.2.1.1,acetate-CoA ligase,(1) ATP[0] + (1) CoA[0] + (1) Acetate[0] => (1) PPi[0] + (1) AMP[1] + (1) Acetyl-CoA[0] + (1) H+[0],(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00029[0] => (1) cpd00012[0] + (1) cpd00018[1] + (1) cpd00022[0] + (1) cpd00067[0],kegg:C00002 + kegg:C00033 + kegg:C00010 = kegg:C00020 + kegg:C00013 + kegg:C00024,39,stereo_exact,0.084,-5.878,5.963,5.963,0.02,-1.405,1.425,1.425,3.654,1.937,4.136,True,-83.722,-15.23,-4.728,-7.671,0.39,6.89,8.5,298.15,311.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS; 1 CC(=O)[O-],1 O=P([O-])([O-])OP(=O)([O-])O; 1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]; 1 [H+],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(=O)[O-]>>O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H+],True
rxn03137,10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase,2.1.2.3,phosphoribosylaminoimidazolecarboxamide formyltransferase,(1) 10-Formyltetrahydrofolate[0] + (1) AICAR[0] <=> (1) Tetrahydrofolate[0] + (1) FAICAR[0],(1) cpd00201[0] + (1) cpd02851[0] <=> (1) cpd00087[0] + (1) cpd02884[0],kegg:C00234 + kegg:C04677 = kegg:C00101 + kegg:C04734,1,stereo_exact,3.357,9.246,-5.888,5.888,0.802,2.21,-1.407,1.407,5.119,0.0,5.119,True,-22.761,5.941,10.711,9.246,9.246,7.5,7.5,298.15,298.15,reversed,1 Nc1nc(=O)c2c([nH]1)NC[C@H](CN(C=O)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2; 1 NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1N,1 Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2; 1 NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1NC=O,Nc1nc(=O)c2c([nH]1)NC[C@H](CN(C=O)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2.NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1N>>Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2.NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1NC=O,True
rxn27692,AICARTRANSFORM-RXN.d,2.1.2.3,phosphoribosylaminoimidazolecarboxamide formyltransferase,(1) 10-Formyltetrahydrofolate[0] + (1) AICAR[0] <=> (1) Tetrahydrofolate[0] + (1) FAICAR[0],(1) cpd00201[0] + (1) cpd02851[0] <=> (1) cpd00087[0] + (1) cpd02884[0],kegg:C00234 + kegg:C04677 = kegg:C00101 + kegg:C04734,1,stereo_exact,3.357,9.246,-5.888,5.888,0.802,2.21,-1.407,1.407,5.119,0.0,5.119,True,-22.761,5.941,10.711,9.246,9.246,7.5,7.5,298.15,298.15,reversed,1 Nc1nc(=O)c2c([nH]1)NC[C@H](CN(C=O)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2; 1 NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1N,1 Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2; 1 NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1NC=O,Nc1nc(=O)c2c([nH]1)NC[C@H](CN(C=O)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2.NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1N>>Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2.NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1NC=O,True
rxn01004,Phenylpyruvate keto-enol-isomerase,5.3.2.1,phenylpyruvate tautomerase,(1) Phenylpyruvate[0] <=> (1) enol-Phenylpyruvate[0],(1) cpd00143[0] <=> (1) cpd01784[0],kegg:C00166 = kegg:C02763,1,stereo_exact,-0.0,-5.708,5.708,5.708,-0.0,-1.364,1.364,1.364,3.621,0.0,3.621,True,20.711,-0.0,,-5.708,-5.708,7.8,7.8,298.15,298.15,reversed,1 O=C([O-])C(=O)Cc1ccccc1,1 O=C([O-])C(=O)Cc1ccccc1,O=C([O-])C(=O)Cc1ccccc1>>O=C([O-])C(=O)Cc1ccccc1,True
rxn09733,Mitochondrial oxaloacetate transport protein,5.3.2.2,oxaloacetate tautomerase,(1) Oxaloacetate[0] + (1) H+[0] <=> (1) Oxaloacetate[1] + (1) H+[1],(1) cpd00032[0] + (1) cpd00067[0] <=> (1) cpd00032[1] + (1) cpd00067[1],kegg:C00036 = kegg:C03981,1,stereo_exact,0.0,-5.708,5.708,5.708,0.0,-1.364,1.364,1.364,3.621,0.0,3.621,True,0.0,,,-5.708,-5.708,7.5,7.5,298.15,298.15,reversed,1 O=C([O-])CC(=O)C(=O)[O-]; 1 [H+],1 O=C([O-])CC(=O)C(=O)[O-]; 1 [H+],O=C([O-])CC(=O)C(=O)[O-].[H+]>>O=C([O-])CC(=O)C(=O)[O-].[H+],True
